instance_id;date;is_holiday;is_workingday;weather_condition;normalized_temp_actual;normalized_temp_feels_like;normalized_humidity;normalized_wind_speed;casual_users_cnt;registered_users_cnt
547;2012-06-30;No;No;clear;0.765;0.687508;0.60125;0.161071;1455;4232
99;2011-04-09;No;No;misty;0.3425;0.341529;0.8775;0.133083;879;1576
574;2012-07-27;No;Yes;clear;0.781667;0.734217;0.594583;0.152992;1259;5645
407;2012-02-11;No;No;light snow/rain;0.224167;0.210867;0.73125;0.289796;192;1977
503;2012-05-17;No;Yes;clear;0.593333;0.572613;0.52;0.229475;1242;6142
48;2011-02-17;No;Yes;clear;0.435833;0.428658;0.505;0.230104;259;2216
33;2011-02-02;No;Yes;misty;0.26;0.254417;0.775417;0.264308;72;1454
201;2011-07-20;No;Yes;clear;0.768333;0.74685;0.707083;0.113817;644;3688
135;2011-05-15;No;No;misty;0.5625;0.536;0.867083;0.152979;1582;2971
28;2011-01-28;No;Yes;misty;0.203478;0.223317;0.793043;0.1233;38;1129
679;2012-11-09;No;Yes;clear;0.361667;0.355413;0.540833;0.214558;709;5283
231;2011-08-19;No;Yes;misty;0.685;0.633221;0.722917;0.139308;797;3356
490;2012-05-04;No;Yes;clear;0.6275;0.590917;0.735417;0.162938;1069;5227
379;2012-01-14;No;No;clear;0.18;0.183087;0.4575;0.187183;333;2160
289;2011-10-16;No;No;clear;0.511667;0.503154;0.486667;0.281717;1748;3293
419;2012-02-23;No;Yes;clear;0.454167;0.444446;0.554583;0.190913;516;4546
392;2012-01-27;No;Yes;misty;0.425;0.415383;0.74125;0.342667;269;3187
593;2012-08-15;No;Yes;clear;0.706667;0.654037;0.619583;0.169771;1198;6149
499;2012-05-13;No;No;clear;0.6125;0.585238;0.57625;0.225117;2172;3946
139;2011-05-19;No;Yes;misty;0.530833;0.510742;0.829583;0.108213;735;3840
63;2011-03-04;No;Yes;misty;0.261667;0.255679;0.610417;0.203346;214;1730
472;2012-04-16;Yes;No;clear;0.664167;0.614925;0.561667;0.284829;1198;5172
648;2012-10-09;No;Yes;misty;0.446667;0.438112;0.761667;0.1903;601;5791
129;2011-05-09;No;Yes;clear;0.5325;0.525246;0.58875;0.176;664;3698
73;2011-03-14;No;Yes;clear;0.325217;0.332;0.496957;0.136926;359;1687
521;2012-06-04;No;Yes;clear;0.5975;0.578283;0.487083;0.284833;1071;5927
65;2011-03-06;No;No;misty;0.376522;0.366252;0.948261;0.343287;114;491
15;2011-01-15;No;No;misty;0.233333;0.248112;0.49875;0.157963;222;1026
157;2011-06-06;No;Yes;clear;0.678333;0.621858;0.6;0.121896;673;3875
41;2011-02-10;No;Yes;clear;0.144348;0.149548;0.437391;0.221935;47;1491
493;2012-05-07;No;Yes;misty;0.5375;0.527142;0.664167;0.230721;1008;5265
380;2012-01-15;No;No;clear;0.166667;0.161625;0.419167;0.251258;284;2027
188;2011-07-07;No;Yes;clear;0.75;0.686871;0.65125;0.1592;754;3838
217;2011-08-05;No;Yes;clear;0.710833;0.656567;0.630833;0.184696;1023;3843
53;2011-02-22;No;Yes;clear;0.182222;0.186033;0.577778;0.195683;74;1376
338;2011-12-04;No;No;clear;0.330833;0.3491;0.775833;0.0839583;634;2851
296;2011-10-23;No;No;clear;0.421667;0.422333;0.74125;0.0995125;1619;2762
252;2011-09-09;No;Yes;misty;0.65;0.578946;0.897917;0.124379;417;3127
462;2012-04-06;No;Yes;clear;0.403333;0.390767;0.377083;0.300388;1807;4653
456;2012-03-31;No;No;misty;0.424167;0.421708;0.738333;0.250617;2301;3934
466;2012-04-10;No;Yes;clear;0.446667;0.436233;0.435;0.249375;819;5099
270;2011-09-27;No;Yes;misty;0.636667;0.574525;0.885417;0.118171;477;3643
202;2011-07-21;No;Yes;misty;0.815;0.826371;0.69125;0.222021;632;3152
162;2011-06-11;No;No;clear;0.725;0.678038;0.654583;0.15485;1729;3237
556;2012-07-09;No;Yes;misty;0.710833;0.654054;0.683333;0.180975;998;5571
402;2012-02-06;No;Yes;clear;0.282609;0.296426;0.622174;0.1538;206;3578
477;2012-04-21;No;No;clear;0.57;0.542921;0.682917;0.283587;2541;4083
106;2011-04-16;No;No;light snow/rain;0.430833;0.425492;0.888333;0.340808;121;674
566;2012-07-19;No;Yes;clear;0.77;0.714642;0.600417;0.165429;888;5703
390;2012-01-25;No;Yes;clear;0.294167;0.294821;0.64375;0.161071;467;3803
2;2011-01-02;No;No;misty;0.363478;0.353739;0.696087;0.248539;131;670
718;2012-12-18;No;Yes;clear;0.410833;0.409708;0.66625;0.221404;433;5124
562;2012-07-15;No;No;clear;0.745833;0.705196;0.717917;0.166667;1920;4111
81;2011-03-22;No;Yes;clear;0.441667;0.440642;0.624583;0.22575;460;2243
206;2011-07-25;No;Yes;clear;0.743333;0.720958;0.757083;0.0908083;568;3272
35;2011-02-04;No;Yes;misty;0.211304;0.228587;0.585217;0.127839;88;1620
509;2012-05-23;No;Yes;misty;0.621667;0.584612;0.774583;0.102;766;4494
428;2012-03-03;No;No;misty;0.414167;0.413492;0.62125;0.161079;956;3110
455;2012-03-30;No;Yes;misty;0.37;0.375621;0.580833;0.138067;796;4663
367;2012-01-02;Yes;No;clear;0.273043;0.252304;0.381304;0.329665;244;1707
92;2011-04-02;No;No;misty;0.315;0.315637;0.65375;0.197146;898;1354
340;2011-12-06;No;Yes;light snow/rain;0.4625;0.4564;0.949583;0.232583;126;2468
565;2012-07-18;No;Yes;clear;0.793333;0.745583;0.577083;0.137442;799;4914
346;2011-12-12;No;Yes;clear;0.238333;0.270196;0.670833;0.06345;143;3167
242;2011-08-30;No;Yes;clear;0.639167;0.594704;0.548333;0.125008;775;4429
14;2011-01-14;No;Yes;clear;0.16087;0.188413;0.537826;0.126548;54;1367
316;2011-11-12;No;No;clear;0.356667;0.357942;0.552917;0.212062;1275;2792
601;2012-08-23;No;Yes;clear;0.695833;0.637008;0.635833;0.0845958;1363;6402
388;2012-01-23;No;Yes;misty;0.218333;0.243058;0.91125;0.110708;145;2287
274;2011-10-01;No;No;misty;0.41;0.412863;0.75375;0.292296;480;1949
167;2011-06-16;No;Yes;misty;0.628333;0.595346;0.688333;0.206471;545;3222
345;2011-12-11;No;No;clear;0.220833;0.253154;0.49;0.0665417;377;2366
647;2012-10-08;Yes;No;misty;0.383333;0.387608;0.709583;0.189679;874;4604
485;2012-04-29;No;No;clear;0.458333;0.450121;0.587083;0.116908;2229;4075
381;2012-01-16;Yes;No;clear;0.19;0.190663;0.5225;0.231358;217;2081
505;2012-05-19;No;No;clear;0.6;0.566908;0.45625;0.083975;3410;4884
244;2011-09-01;No;Yes;clear;0.655;0.614921;0.639167;0.141796;783;4332
567;2012-07-20;No;Yes;misty;0.665833;0.613025;0.844167;0.208967;747;5123
563;2012-07-16;No;Yes;clear;0.763333;0.724125;0.645;0.164187;1088;5742
687;2012-11-17;No;No;clear;0.325;0.326383;0.545417;0.179729;1313;4316
190;2011-07-09;No;No;clear;0.733333;0.664158;0.609167;0.167912;1988;3348
700;2012-11-30;No;Yes;clear;0.298333;0.323867;0.649583;0.0584708;362;5306
476;2012-04-20;No;Yes;clear;0.526667;0.515775;0.694583;0.149871;1340;5950
682;2012-11-12;Yes;No;clear;0.485;0.475383;0.741667;0.173517;1097;5172
511;2012-05-25;No;Yes;clear;0.68;0.627529;0.747083;0.14055;1417;5317
59;2011-02-28;No;Yes;misty;0.407273;0.400118;0.876364;0.289686;81;1365
475;2012-04-19;No;Yes;clear;0.498333;0.493046;0.6125;0.0659292;846;5719
561;2012-07-14;No;No;misty;0.703333;0.666042;0.699167;0.143679;2355;4614
253;2011-09-10;No;No;clear;0.66;0.607962;0.75375;0.153608;1750;3595
22;2011-01-22;No;No;clear;0.0591304;0.0790696;0.4;0.17197;93;888
314;2011-11-10;No;Yes;misty;0.38;0.373721;0.813333;0.189067;190;2743
460;2012-04-04;No;Yes;clear;0.541667;0.53345;0.469583;0.180975;1058;5378
161;2011-06-10;No;Yes;clear;0.755;0.703292;0.605;0.140554;815;3771
277;2011-10-04;No;Yes;clear;0.484167;0.472858;0.71;0.205854;486;3970
192;2011-07-11;No;Yes;clear;0.7625;0.729804;0.635833;0.282337;723;3363
386;2012-01-21;No;No;misty;0.173333;0.174875;0.83125;0.222642;67;1234
414;2012-02-18;No;No;clear;0.346667;0.355425;0.534583;0.190929;1435;2883
492;2012-05-06;No;No;misty;0.5625;0.546737;0.74;0.149879;2135;4224
344;2011-12-10;No;No;clear;0.275;0.266412;0.5075;0.233221;502;2688
309;2011-11-05;No;No;clear;0.326667;0.323854;0.519167;0.189062;1156;2770
662;2012-10-23;No;Yes;clear;0.544167;0.530304;0.641667;0.0945458;841;6625
131;2011-05-11;No;Yes;clear;0.5425;0.5284;0.632917;0.120642;550;3632
664;2012-10-25;No;Yes;misty;0.55;0.529688;0.800417;0.124375;875;6484
100;2011-04-10;No;No;misty;0.426667;0.426737;0.8575;0.146767;1188;1707
373;2012-01-08;No;No;clear;0.3375;0.340258;0.465;0.191542;599;2826
88;2011-03-29;No;Yes;clear;0.3025;0.292908;0.314167;0.226996;317;2108
459;2012-04-03;No;Yes;clear;0.466667;0.461483;0.396667;0.100133;1348;5424
331;2011-11-27;No;No;clear;0.459167;0.4558;0.698333;0.208954;810;2261
215;2011-08-03;No;Yes;misty;0.731667;0.679937;0.6575;0.135583;467;3107
467;2012-04-11;No;Yes;clear;0.348696;0.337274;0.469565;0.295274;482;4380
122;2011-05-02;No;Yes;misty;0.549167;0.532833;0.73;0.183454;847;3554
615;2012-09-06;No;Yes;misty;0.696667;0.655329;0.810417;0.142421;611;5592
21;2011-01-21;No;Yes;clear;0.1775;0.157833;0.457083;0.353242;75;1468
701;2012-12-01;No;No;misty;0.298333;0.316904;0.806667;0.0597042;951;4240
72;2011-03-13;No;No;clear;0.384348;0.380091;0.527391;0.270604;982;1435
107;2011-04-17;No;No;clear;0.456667;0.445696;0.479583;0.303496;1558;2186
271;2011-09-28;No;Yes;misty;0.635;0.575158;0.84875;0.148629;480;3427
436;2012-03-11;No;No;clear;0.361739;0.35967;0.476957;0.222587;1658;3253
103;2011-04-13;No;Yes;misty;0.4125;0.417283;0.819167;0.250617;209;1953
